strategy_name,family,config_hash,correlation_with_champion_daily_returns,combined_total_net_pnl,combined_final_equity,combined_total_return,combined_cagr_like,combined_max_drawdown_twd,combined_max_drawdown_pct,combined_daily_sharpe_like,combined_improves_cagr,combined_improves_drawdown,diversification_score
touched_limit_not_closed_overnight_a430e895,touched_limit_not_closed_overnight,0574801fc88c,0.0845782777053912,1910722.4336306346,3910722.4336306346,0.9553612168153174,0.31477034587117236,-68567.2000385304,-0.017323968881921014,7.378283644866409,False,True,0.9212323374873068
touched_limit_not_closed_overnight_d267a0e1,touched_limit_not_closed_overnight,a195cf370836,0.14440274480725487,1694793.4047327824,3694793.4047327824,0.8473967023663913,0.284645653623272,-73138.0716781891,-0.020703763961406375,4.903236525190168,False,True,0.8580280753059577
touched_limit_not_closed_overnight_9d6d3297,touched_limit_not_closed_overnight,5593c1eb55db,0.144281373716069,1708019.3717540586,3708019.3717540586,0.8540096858770294,0.2865203388600186,-73167.83203159319,-0.020722705427514813,4.929328660949297,False,True,0.8581305049310352
touched_limit_not_closed_overnight_befe82be,touched_limit_not_closed_overnight,20c4f64832f1,0.12774717623868917,1957558.4796857308,3957558.4796857308,0.9787792398428654,0.32117370737027495,-90921.44199578371,-0.024309554373686874,6.229264443236881,False,False,0.8722528237613109
touched_limit_not_closed_overnight_f1049969,touched_limit_not_closed_overnight,6580b31cd102,0.12451525417445669,1978878.7889783876,3978878.7889783876,0.9894393944891937,0.32407373593853395,-83671.6099207974,-0.022399857132625496,6.253618047900511,False,True,0.8762194727675368
near_limit_9_10_overnight_9e6e2451,near_limit_9_10_overnight,e61379ee2bae,0.11812810918960057,1990556.3044055956,3990556.3044055956,0.9952781522027978,0.3256582361672016,-55841.03701587394,-0.013874893468936686,8.32942406389202,False,True,0.8911315814160817
near_limit_9_10_overnight_e40aad85,near_limit_9_10_overnight,49fe3558a7a2,0.11812810918960057,1990556.3044055956,3990556.3044055956,0.9952781522027978,0.3256582361672016,-55841.03701587394,-0.013874893468936686,8.32942406389202,False,True,0.8911315814160817
near_limit_9_10_overnight_671a93ea,near_limit_9_10_overnight,975a725bb954,0.15104027575692325,2001716.1453833864,4001716.1453833864,1.0008580726916931,0.32716993149471874,-46757.625096381176,-0.011612111286481354,8.376930309096505,False,True,0.8604821970312144
near_limit_9_10_overnight_e7e93e7e,near_limit_9_10_overnight,42ebce0b196f,0.15104027575692325,2001716.1453833864,4001716.1453833864,1.0008580726916931,0.32716993149471874,-46757.625096381176,-0.011612111286481354,8.376930309096505,False,True,0.8604821970312144
near_limit_9_10_overnight_da9f50ab,near_limit_9_10_overnight,509bed24bf1a,0.07506232851554363,2017491.1480449927,4017491.1480449927,1.0087455740224964,0.3288802939983553,-55959.67308808118,-0.01397821671549713,7.891999283235307,False,True,0.9340940388435782
near_limit_9_10_overnight_d94e89e4,near_limit_9_10_overnight,85ba329fb694,0.07552789268747853,2021552.0321738245,4021552.0321738245,1.0107760160869121,0.32942769271913197,-55997.71639619768,-0.013959814800188403,7.920055410683701,False,True,0.9336468765869521
near_limit_9_10_overnight_66a66143,near_limit_9_10_overnight,8a87d830fead,0.10402459181859605,1992467.778419192,3992467.778419192,0.9962338892095959,0.3259173390021737,-46690.5772304344,-0.011682156795367007,8.044163927664147,False,True,0.907427835460656
near_limit_9_10_overnight_eb6b278a,near_limit_9_10_overnight,f47977f58cf7,0.10402459181859605,1992467.778419192,3992467.778419192,0.9962338892095959,0.3259173390021737,-46690.5772304344,-0.011682156795367007,8.044163927664147,False,True,0.907427835460656
near_limit_8_9_overnight_a7e2ca31,near_limit_8_9_overnight,38d14203ba11,0.018000707593308067,1925813.7248262991,3925813.724826299,0.9629068624131496,0.3168385397013873,-45971.02146437997,-0.011612111286481283,7.867773439010235,False,True,0.9935217651948296
near_limit_8_9_overnight_322022b1,near_limit_8_9_overnight,bde108ff3fe4,0.018000707593308067,1925813.7248262991,3925813.724826299,0.9629068624131496,0.3168385397013873,-45971.02146437997,-0.011612111286481283,7.867773439010235,False,True,0.9935217651948296
near_limit_8_9_overnight_879c805c,near_limit_8_9_overnight,6c085771cc1e,-0.029835522072911895,1977450.519247999,3977450.519247999,0.9887252596239995,0.32387974786641216,-46474.09597828565,-0.011612111286481243,8.248086077339677,False,True,1.0413579948610496
near_limit_8_9_overnight_b151d669,near_limit_8_9_overnight,6ba0326f070b,-0.029835522072911895,1977450.519247999,3977450.519247999,0.9887252596239995,0.32387974786641216,-46474.09597828565,-0.011612111286481243,8.248086077339677,False,True,1.0413579948610496
near_limit_8_9_overnight_c01662c9,near_limit_8_9_overnight,b814acd93c1e,0.04587268861104901,1987146.2727915891,3987146.272791589,0.9935731363957945,0.3251958193782014,-53566.81500854483,-0.013296455278566773,7.131954531108693,False,True,0.9639654401850032
near_limit_8_9_overnight_1e110458,near_limit_8_9_overnight,e59bb2b5e8d0,0.04449785046391255,1985283.2981557534,3985283.2981557534,0.9926416490778767,0.3249430921202199,-53548.309070119634,-0.013298023569257612,7.1318211390406,False,True,0.9653387100414489
near_limit_8_9_overnight_6bcc65ac,near_limit_8_9_overnight,60376155749a,0.04269423438976162,1963990.3510775366,3963990.3510775366,0.9819951755387684,0.32204955460834106,-58213.38052020408,-0.014546525711766097,7.585705091818776,False,True,0.9658938239730913
near_limit_8_9_overnight_08e770fb,near_limit_8_9_overnight,9502bb7eae1b,0.04191619328245259,1963691.522766694,3963691.522766694,0.9818457613833469,0.32200888090054525,-58210.78475940833,-0.014546966471493492,7.588417285531089,False,True,0.966671424320673
