section,symbol,name,sector,industry,trades,avg_net_return,median_net_return,win_rate,profit_factor,total_net_pnl,max_drawdown,first_trade_date,last_trade_date,active_quarters,max_trades_single_quarter,trade_share,pnl_share,symbols,net_pnl,top_1_symbol_trade_share,top_5_symbol_trade_share,top_10_symbol_trade_share,top_20_symbol_trade_share,top_1_symbol_pnl_share,top_5_symbol_pnl_share,top_10_symbol_pnl_share,top_20_symbol_pnl_share,hhi_by_symbol_trades,hhi_by_symbol_pnl,symbol_hotness_bucket,scenario
symbol_summary,9904,寶成,MISSING_SECTOR,MISSING_INDUSTRY,1,-0.06589977318116975,-0.06589977318116975,0.0,0.0,-18478.2964,-18478.2964,2025-07-02,2025-07-02,1.0,1.0,0.0005341880341880342,-0.001945766583438286,,,,,,,,,,,,,,
symbol_summary,3605,宏致,MISSING_SECTOR,MISSING_INDUSTRY,6,-0.013899519258916243,0.0008403478332098262,0.5,0.3150011667205788,-21899.08574999997,-29946.953899999997,2024-03-01,2025-02-11,3.0,3.0,0.003205128205128205,-0.0023059760671551677,,,,,,,,,,,,,,
symbol_summary,6517,保勝光學,Technology/Electronics,Optoelectronics,2,-0.04388814259272366,-0.04388814259272366,0.5,0.05384813732232697,-24254.48,-25634.87,2025-05-23,2026-06-05,2.0,1.0,0.0010683760683760685,-0.002553999333113427,,,,,,,,,,,,,,
symbol_summary,6456,GIS-KY,MISSING_SECTOR,MISSING_INDUSTRY,5,-0.02288932058431877,-0.024021001754385964,0.0,0.0,-31952.912599999996,-31952.912599999996,2026-02-26,2026-05-26,2.0,3.0,0.002670940170940171,-0.0033646451076845027,,,,,,,,,,,,,,
symbol_summary,00960,野村全球航運龍頭,MISSING_SECTOR,MISSING_INDUSTRY,1,-0.16811890780513358,-0.16811890780513358,0.0,0.0,-48140.84925,-48140.84925,2024-09-25,2024-09-25,1.0,1.0,0.0005341880341880342,-0.005069236564956826,,,,,,,,,,,,,,
concentration,,,,,1872,,,,,,,,,,,,,579.0,9496666.5361,0.007478632478632479,0.034188034188034185,0.0625,0.11217948717948717,0.01061279536002218,0.048613339748748506,0.09229257255882767,0.1673970585001554,0.0027262994009788883,0.00353707779084727,,
hotness_summary,,,,,579,0.019571569744449673,0.015314560042507969,0.7271157167530224,5.503852987893599,,,,,,,,,,2899581.10195,,,,,,,,,,,first_seen,
hotness_summary,,,,,467,0.019893559731488337,0.017147921664626684,0.7858672376873662,5.872752985152852,,,,,,,,,,2483566.62525,,,,,,,,,,,repeat_within_20d,
hotness_summary,,,,,266,0.01750543982180648,0.01372485554018749,0.7255639097744361,5.796063948676141,,,,,,,,,,1293522.11985,,,,,,,,,,,repeat_21_60d,
hotness_summary,,,,,386,0.01823533467757307,0.014949078587066863,0.7176165803108808,5.144045949305993,,,,,,,,,,1951605.2095499998,,,,,,,,,,,repeat_61_252d,
hotness_summary,,,,,174,0.01780323114193748,0.01609120852703934,0.6781609195402298,3.838365971728844,,,,,,,,,,868391.4794999999,,,,,,,,,,,old_repeat,
cooldown_tests,,,,,1872,0.018918418628996934,0.015530591836734694,0.7350427350427351,5.316511196630085,9496666.5361,-141139.60435000062,,,,,1.0,1.0,,,,,,,,,,,,,,no_cooldown
cooldown_tests,,,,,1540,0.018517603466941913,0.015087929384057971,0.7207792207792207,5.1757695860120245,7659661.76145,-101316.44375000056,,,,,0.8226495726495726,0.8065632011330575,,,,,,,,,,,,,,cooldown_5_trading_days
cooldown_tests,,,,,1449,0.018570419482020036,0.015024905472636817,0.7184265010351967,5.10956979915838,7233125.3741,-101651.21015000064,,,,,0.7740384615384616,0.761648874013263,,,,,,,,,,,,,,cooldown_10_trading_days
cooldown_tests,,,,,1337,0.018956474559832293,0.015447955284552844,0.7210172026925954,5.267715808978376,6792902.9783,-71087.75134999957,,,,,0.7142094017094017,0.7152934087427317,,,,,,,,,,,,,,cooldown_20_trading_days
